Model,Make,Year,vehicle_age,Kilometres,BodyType,engine_displacement,cylinder_count,Transmission,Drivetrain,FuelType,City,Highway,avg_fuel_efficiency,Price,model_frequency,model_frequency_log
Q3,Audi,2019,6.0,132015.0,SUV,2.0,4.0,AUTOMATIC,AWD,Gasoline,12.300000190734863,8.600000381469727,10.450000286102295,32950.0,59,4.0943445622221
S7,Audi,2017,8.0,175255.0,Sedan,2.9000000953674316,7.0,7 SPEED AUTOMATIC,AWD,Gasoline,13.399999618530273,8.800000190734863,11.099999904632568,32988.0,7,2.0794415416798357
S5,Audi,2016,9.0,74100.0,Coupe,3.0,6.0,AUTOMATIC,AWD,Gasoline,13.0,8.5,10.75,32989.0,58,4.07753744390572
Q3,Audi,2018,7.0,50000.0,SUV,2.0,4.0,AUTOMATIC,AWD,Gasoline,11.899999618530273,8.399999618530273,10.149999618530273,33250.0,59,4.0943445622221
SQ5,Audi,2017,8.0,91750.0,SUV,3.0,6.0,AUTOMATIC,AWD,Gasoline,14.100000381469727,9.899999618530273,12.0,33888.0,35,3.58351893845611
Q5,Audi,2018,7.0,136000.0,SUV,2.0,6.0,7 SPEED AUTOMATIC,AWD,Gasoline,10.399999618530273,8.600000381469727,9.5,33950.0,184,5.220355825078325
S4,Audi,2015,10.0,115000.0,Sedan,3.0,6.0,6 SPEED MANUAL,AWD,Gasoline,13.800000190734863,9.0,11.400000095367432,33995.0,12,2.5649493574615367
Q5,Audi,2019,6.0,67175.0,SUV,2.0,6.0,7 SPEED AUTOMATIC,AWD,Gasoline,10.399999618530273,8.600000381469727,9.5,34088.0,184,5.220355825078325
A4,Audi,2019,6.0,53457.0,Sedan,2.0,4.0,7 SPEED AUTOMATIC,AWD,Gasoline,10.0,7.0,8.5,34788.0,104,4.653960350157523
Q5,Audi,2019,6.0,54411.0,SUV,2.0,6.0,7 SPEED AUTOMATIC,AWD,Gasoline,10.899999618530273,8.699999809265137,9.799999713897705,35188.0,184,5.220355825078325
Q5,Audi,2019,6.0,59064.0,SUV,2.0,6.0,AUTOMATIC,AWD,Gasoline,10.899999618530273,8.699999809265137,9.799999713897705,35590.0,184,5.220355825078325
A4,Audi,2023,2.0,90.0,Sedan,2.0,4.0,AUTOMATIC,AWD,Gasoline,10.0,7.0,8.5,64693.0,104,4.653960350157523
R8,Audi,2021,4.0,2950.0,Coupe,5.199999809265137,8.0,AUTOMATIC,AWD,Gasoline,16.75,10.300000190734863,13.525000095367432,268800.0,11,2.4849066497880004
Q3,Audi,2016,9.0,123268.0,SUV,2.0,4.0,AUTOMATIC,AWD,Gasoline,11.899999618530273,8.399999618530273,10.149999618530273,20990.0,59,4.0943445622221
A5,Audi,2018,7.0,47000.0,Hatchback,2.0,4.0,AUTOMATIC,AWD,Gasoline,10.0,7.0,8.5,36350.0,70,4.2626798770413155
Q3,Audi,2020,5.0,67985.0,SUV,2.0,4.0,8 SPEED AUTOMATIC,AWD,Gasoline,12.300000190734863,8.600000381469727,10.450000286102295,37188.0,59,4.0943445622221
A4,Audi,2017,8.0,67859.0,Sedan,2.0,4.0,6 SPEED MANUAL,AWD,Gasoline,9.899999618530273,7.0,8.449999809265137,33888.0,104,4.653960350157523
A5,Audi,2018,7.0,74000.0,Hatchback,2.0,4.0,7 SPEED AUTOMATIC,AWD,Gasoline,10.0,7.0,8.5,37550.0,70,4.2626798770413155
Q7,Audi,2017,8.0,97200.0,SUV,3.0,6.0,8 SPEED AUTOMATIC,AWD,Premium Unleaded,12.600000381469727,9.399999618530273,11.0,37600.0,94,4.553876891600541
A4,Audi,2019,6.0,82269.0,Sedan,2.0,4.0,7 SPEED AUTOMATIC,AWD,Gasoline,10.0,7.0,8.5,37788.0,104,4.653960350157523
Q5,Audi,2018,7.0,71665.0,SUV,2.0,6.0,7 SPEED AUTOMATIC,AWD,Gasoline,10.399999618530273,8.600000381469727,9.5,37888.0,184,5.220355825078325
Q7,Audi,2018,7.0,129270.0,SUV,3.0,6.0,8 SPEED AUTOMATIC,AWD,Gasoline,12.600000381469727,9.399999618530273,11.0,37900.0,94,4.553876891600541
TT,Audi,2017,8.0,74199.0,Coupe,2.0,6.0,AUTOMATIC,AWD,Gasoline,10.100000381469727,7.800000190734863,8.950000286102295,37910.0,7,2.0794415416798357
Q7,Audi,2017,8.0,111000.0,SUV,3.0,6.0,AUTOMATIC,AWD,Gasoline,12.600000381469727,9.399999618530273,11.0,37950.0,94,4.553876891600541
Q3,Audi,2020,5.0,53835.0,SUV,2.0,4.0,8 SPEED AUTOMATIC,AWD,Gasoline,12.399999618530273,8.699999809265137,10.549999713897705,38488.0,59,4.0943445622221
Q8,Audi,2020,5.0,10043.0,SUV,3.0,6.0,8 SPEED AUTOMATIC,AWD,Gasoline,13.800000190734863,11.049999713897705,12.424999952316284,79950.0,24,3.2188758248682006
Q7,Audi,2017,8.0,105000.0,SUV,3.0,6.0,AUTOMATIC,AWD,Gasoline,12.600000381469727,9.399999618530273,11.0,38950.0,94,4.553876891600541
Q5,Audi,2018,7.0,59851.0,SUV,2.0,6.0,AUTOMATIC,AWD,Gasoline,10.399999618530273,8.600000381469727,9.5,38995.0,184,5.220355825078325
A5,Audi,2019,6.0,72363.0,Hatchback,2.0,4.0,7 SPEED AUTOMATIC,AWD,Gasoline,10.0,7.0,8.5,39188.0,70,4.2626798770413155
Q5,Audi,2020,5.0,46001.0,SUV,2.0,6.0,7 SPEED AUTOMATIC,AWD,Gasoline,10.899999618530273,8.699999809265137,9.799999713897705,39488.0,184,5.220355825078325
A3,Audi,2022,3.0,15215.0,Sedan,2.0,4.0,AUTOMATIC,AWD,Unknown,9.699999809265137,7.5,8.599999904632568,39495.0,66,4.204692619390966
A5,Audi,2019,6.0,85018.0,Hatchback,2.0,4.0,7 SPEED AUTOMATIC,AWD,Gasoline,10.0,7.0,8.5,39588.0,70,4.2626798770413155
Q7,Audi,2018,7.0,119582.0,SUV,3.0,6.0,8 SPEED AUTOMATIC,AWD,Gasoline,12.600000381469727,9.399999618530273,11.0,39800.0,94,4.553876891600541
A5,Audi,2019,6.0,37796.0,Hatchback,2.0,4.0,7 SPEED AUTOMATIC,AWD,Gasoline,10.0,7.0,8.5,39988.0,70,4.2626798770413155
Q7,Audi,2018,7.0,100190.0,SUV,3.0,6.0,8 SPEED AUTOMATIC,AWD,Gasoline,12.600000381469727,9.399999618530273,11.0,40888.0,94,4.553876891600541
A6,Audi,2021,4.0,22485.0,Unknown,2.0,6.0,AUTOMATIC,Unknown,Unknown,11.5,8.0,9.75,62888.0,22,3.1354942159291497
S5,Audi,2018,7.0,98950.0,Sedan,3.0,6.0,AUTOMATIC,AWD,Gasoline,11.5,8.0,9.75,43999.0,58,4.07753744390572
Q5,Audi,2020,5.0,23717.0,SUV,2.0,6.0,7 SPEED AUTOMATIC,AWD,Gasoline,10.899999618530273,8.699999809265137,9.799999713897705,44588.0,184,5.220355825078325
Q7,Audi,2019,6.0,71465.0,SUV,3.0,6.0,8 SPEED AUTOMATIC,AWD,Gasoline,12.600000381469727,9.399999618530273,11.0,46800.0,94,4.553876891600541
SQ5,Audi,2018,7.0,75773.0,SUV,3.0,6.0,AUTOMATIC,AWD,Gasoline,12.699999809265137,10.0,11.349999904632568,46999.0,35,3.58351893845611
A4,Audi,2021,4.0,32140.0,Sedan,2.0,4.0,7 SPEED AUTOMATIC,AWD,Gasoline,9.800000190734863,7.599999904632568,8.700000047683716,47500.0,104,4.653960350157523
Q3,Audi,2022,3.0,17303.0,SUV,2.0,4.0,8 SPEED AUTOMATIC,AWD,Gasoline,11.399999618530273,8.300000190734863,9.849999904632568,48288.0,59,4.0943445622221
SQ5,Audi,2019,6.0,54509.0,SUV,3.0,6.0,AUTOMATIC,AWD,Gasoline,12.699999809265137,10.0,11.349999904632568,49590.0,35,3.58351893845611
Q3,Audi,2022,3.0,6722.0,SUV,2.0,4.0,AUTOMATIC,AWD,Gasoline,11.399999618530273,8.300000190734863,9.849999904632568,49606.0,59,4.0943445622221
A3,Audi,2023,2.0,90.0,Sedan,2.0,4.0,AUTOMATIC,AWD,Gasoline,9.699999809265137,7.5,8.599999904632568,50353.0,66,4.204692619390966
Q5,Audi,2023,2.0,5985.0,Unknown,2.0,6.0,7 SPEED AUTOMATIC,AWD,Unknown,10.699999809265137,8.600000381469727,9.650000095367432,52488.0,184,5.220355825078325
Q5,Audi,2023,2.0,15545.0,Unknown,2.0,6.0,7 SPEED AUTOMATIC,AWD,Unknown,10.699999809265137,8.600000381469727,9.650000095367432,52988.0,184,5.220355825078325
Q5,Audi,2023,2.0,90.0,SUV,2.0,6.0,AUTOMATIC,AWD,Gasoline,10.699999809265137,8.600000381469727,9.650000095367432,53203.0,184,5.220355825078325
A4,Audi,2023,2.0,5266.0,Unknown,2.0,4.0,7 SPEED AUTOMATIC,AWD,Unknown,10.0,7.0,8.5,53988.0,104,4.653960350157523
Q7,Audi,2021,4.0,89389.0,SUV,3.0,6.0,AUTOMATIC,AWD,Gasoline,13.800000190734863,11.399999618530273,12.599999904632568,53998.0,94,4.553876891600541
S4,Audi,2020,5.0,55893.0,Sedan,3.0,6.0,AUTOMATIC,AWD,Gasoline,11.800000190734863,8.899999618530273,10.349999904632568,54688.0,12,2.5649493574615367
Q5,Audi,2023,2.0,90.0,SUV,2.0,6.0,AUTOMATIC,AWD,Gasoline,10.699999809265137,8.600000381469727,9.650000095367432,54731.0,184,5.220355825078325
A4,Audi,2023,2.0,4720.0,Unknown,2.0,4.0,AUTOMATIC,Unknown,Unknown,10.0,7.0,8.5,54988.0,104,4.653960350157523
Q5,Audi,2023,2.0,4238.0,Unknown,2.0,6.0,7 SPEED AUTOMATIC,AWD,Unknown,10.699999809265137,8.600000381469727,9.650000095367432,55400.0,184,5.220355825078325
Q5,Audi,2023,2.0,90.0,SUV,2.0,6.0,AUTOMATIC,AWD,Gasoline,10.699999809265137,8.600000381469727,9.650000095367432,55431.0,184,5.220355825078325
A4,Audi,2023,2.0,2473.0,Sedan,2.0,4.0,AUTOMATIC,AWD,Gasoline,10.0,7.0,8.5,55643.0,104,4.653960350157523
S7,Audi,2017,8.0,69248.0,Hatchback,2.9000000953674316,7.0,AUTOMATIC,AWD,Gasoline,13.399999618530273,8.800000190734863,11.099999904632568,56800.0,7,2.0794415416798357
A4,Audi,2023,2.0,1974.0,Sedan,2.0,4.0,AUTOMATIC,AWD,Gasoline,10.0,7.0,8.5,57369.0,104,4.653960350157523
Q5,Audi,2023,2.0,90.0,SUV,2.0,6.0,AUTOMATIC,AWD,Gasoline,10.699999809265137,8.600000381469727,9.650000095367432,57431.0,184,5.220355825078325
A5,Audi,2022,3.0,7040.0,Unknown,2.0,4.0,7 SPEED AUTOMATIC,AWD,Unknown,10.0,7.0,8.5,57588.0,70,4.2626798770413155
RS,Audi,2014,11.0,60167.0,Sedan,2.9000000953674316,6.0,AUTOMATIC,AWD,Gasoline,15.300000190734863,9.300000190734863,12.300000190734863,57910.0,48,3.8918202981106265
A4,Audi,2023,2.0,90.0,Sedan,2.0,4.0,AUTOMATIC,AWD,Gasoline,10.0,7.0,8.5,58621.0,104,4.653960350157523
A7,Audi,2019,6.0,32232.0,Sedan,3.0,6.0,AUTOMATIC,AWD,Unknown,11.5,8.199999809265137,9.849999904632568,58989.0,27,3.332204510175204
A4,Audi,2023,2.0,90.0,Sedan,2.0,4.0,AUTOMATIC,AWD,Gasoline,10.0,7.0,8.5,59221.0,104,4.653960350157523
A4,Audi,2023,2.0,90.0,Sedan,2.0,4.0,AUTOMATIC,AWD,Gasoline,10.0,7.0,8.5,59531.0,104,4.653960350157523
S5,Audi,2020,5.0,60519.0,Hatchback,3.0,6.0,7 SPEED AUTOMATIC,AWD,Gasoline,11.800000190734863,8.899999618530273,10.349999904632568,59588.0,58,4.07753744390572
A7,Audi,2019,6.0,53081.0,Unknown,3.0,6.0,AUTOMATIC,Unknown,Unknown,11.5,8.199999809265137,9.849999904632568,59800.0,27,3.332204510175204
RS,Audi,2015,10.0,34000.0,Coupe,4.199999809265137,6.0,AUTOMATIC,AWD,Gasoline,14.899999618530273,10.100000381469727,12.5,59888.0,48,3.8918202981106265
Q5,Audi,2022,3.0,15000.0,Unknown,2.0,6.0,AUTOMATIC,AWD,Unknown,10.699999809265137,8.600000381469727,9.650000095367432,59995.0,184,5.220355825078325
S5,Audi,2019,6.0,18900.0,Sedan,3.0,6.0,AUTOMATIC,AWD,Gasoline,11.300000190734863,8.0,9.650000095367432,59999.0,58,4.07753744390572
A4,Audi,2023,2.0,90.0,Sedan,2.0,4.0,AUTOMATIC,AWD,Gasoline,10.0,7.0,8.5,60721.0,104,4.653960350157523
A4,Audi,2023,2.0,90.0,Sedan,2.0,4.0,AUTOMATIC,AWD,Gasoline,10.0,7.0,8.5,60931.0,104,4.653960350157523
A4,Audi,2023,2.0,90.0,Sedan,2.0,4.0,AUTOMATIC,AWD,Gasoline,10.0,7.0,8.5,61431.0,104,4.653960350157523
Q5,Audi,2023,2.0,11151.0,Unknown,2.0,6.0,7 SPEED AUTOMATIC,AWD,Unknown,10.699999809265137,8.600000381469727,9.650000095367432,61800.0,184,5.220355825078325
Q5,Audi,2023,2.0,90.0,SUV,2.0,6.0,AUTOMATIC,AWD,Gasoline,10.699999809265137,8.600000381469727,9.650000095367432,61803.0,184,5.220355825078325
S3,Audi,2023,2.0,90.0,Sedan,2.0,6.0,AUTOMATIC,AWD,Gasoline,10.199999809265137,7.300000190734863,8.75,61803.0,26,3.295836866004329
A5,Audi,2023,2.0,90.0,Coupe,2.0,4.0,AUTOMATIC,AWD,Gasoline,10.0,7.0,8.5,61931.0,70,4.2626798770413155
A7,Audi,2019,6.0,43500.0,Hatchback,3.0,6.0,7 SPEED AUTOMATIC,AWD,Gasoline,11.5,8.199999809265137,9.849999904632568,71500.0,27,3.332204510175204
Q5,Audi,2023,2.0,5996.0,SUV,2.0,6.0,AUTOMATIC,AWD,Gasoline,10.699999809265137,8.600000381469727,9.650000095367432,61969.0,184,5.220355825078325
A4,Audi,2023,2.0,90.0,Sedan,2.0,4.0,AUTOMATIC,AWD,Gasoline,10.0,7.0,8.5,62231.0,104,4.653960350157523
Q5,Audi,2023,2.0,1500.0,SUV,2.0,6.0,AUTOMATIC,AWD,Gasoline,10.699999809265137,8.600000381469727,9.650000095367432,62693.0,184,5.220355825078325
S3,Audi,2023,2.0,90.0,Sedan,2.0,6.0,AUTOMATIC,AWD,Gasoline,10.199999809265137,7.300000190734863,8.75,62781.0,26,3.295836866004329
Q5,Audi,2023,2.0,6264.0,Unknown,2.0,6.0,7 SPEED AUTOMATIC,AWD,Unknown,10.699999809265137,8.600000381469727,9.650000095367432,63188.0,184,5.220355825078325
Q5,Audi,2023,2.0,5836.0,Unknown,2.0,6.0,7 SPEED AUTOMATIC,AWD,Unknown,10.699999809265137,8.600000381469727,9.650000095367432,63288.0,184,5.220355825078325
SQ5,Audi,2018,7.0,52419.0,SUV,3.0,6.0,AUTOMATIC,AWD,Gasoline,12.699999809265137,10.0,11.349999904632568,41500.0,35,3.58351893845611
A4,Audi,2023,2.0,90.0,Sedan,2.0,4.0,AUTOMATIC,AWD,Gasoline,10.0,7.0,8.5,63393.0,104,4.653960350157523
Q5,Audi,2023,2.0,90.0,SUV,2.0,6.0,AUTOMATIC,AWD,Gasoline,10.699999809265137,8.600000381469727,9.650000095367432,63921.0,184,5.220355825078325
Q7,Audi,2021,4.0,51190.0,SUV,3.0,6.0,8 SPEED AUTOMATIC,AWD,Gasoline,13.399999618530273,10.399999618530273,11.899999618530273,65488.0,94,4.553876891600541
RS,Audi,2018,7.0,77266.0,Coupe,2.9000000953674316,6.0,8 SPEED AUTOMATIC,AWD,Gasoline,13.5,9.099999904632568,11.299999952316284,65988.0,48,3.8918202981106265
RS,Audi,2019,6.0,53000.0,Sedan,2.5,6.0,AUTOMATIC,AWD,Gasoline,12.399999618530273,8.399999618530273,10.399999618530273,66899.0,48,3.8918202981106265
A7,Audi,2021,4.0,30901.0,Sedan,3.0,6.0,7 SPEED AUTOMATIC,AWD,Gasoline,11.5,8.199999809265137,9.849999904632568,66988.0,27,3.332204510175204
Q4,Audi,2022,3.0,7527.0,SUV,0.0,6.0,1 SPEED AUTOMATIC,AWD,Electric,11.100000381469727,8.399999618530273,9.75,68988.0,7,2.0794415416798357
S6,Audi,2020,5.0,22676.0,Unknown,2.5,6.0,7 SPEED AUTOMATIC,Unknown,Unknown,13.349999904632568,8.449999809265137,10.899999856948853,69488.0,3,1.3862943611198906
e-tron,Audi,2023,2.0,90.0,SUV,0.0,6.0,AUTOMATIC,AWD,Electric,11.100000381469727,8.399999618530273,9.75,103893.0,22,3.1354942159291497
A4,Audi,2017,8.0,141696.0,Sedan,2.0,4.0,AUTOMATIC,AWD,Gasoline,9.800000190734863,7.699999809265137,8.75,24990.0,104,4.653960350157523
S3,Audi,2023,2.0,90.0,Sedan,2.0,6.0,AUTOMATIC,AWD,Gasoline,10.199999809265137,7.300000190734863,8.75,69581.0,26,3.295836866004329
A5,Audi,2023,2.0,90.0,Coupe,2.0,4.0,AUTOMATIC,AWD,Gasoline,10.0,7.0,8.5,69881.0,70,4.2626798770413155
A6,Audi,2023,2.0,90.0,Sedan,2.0,6.0,AUTOMATIC,AWD,Gasoline,11.5,8.0,9.75,70365.0,22,3.1354942159291497
Q7,Audi,2022,3.0,30295.0,SUV,3.0,6.0,8 SPEED AUTOMATIC,AWD,Gasoline,12.600000381469727,9.399999618530273,11.0,71488.0,94,4.553876891600541
S5,Audi,2023,2.0,90.0,Coupe,3.0,6.0,AUTOMATIC,AWD,Gasoline,11.100000381469727,8.0,9.550000190734863,75093.0,58,4.07753744390572
SQ5,Audi,2022,3.0,23247.0,SUV,3.0,6.0,8 SPEED AUTOMATIC,AWD,Gasoline,12.5,9.699999809265137,11.099999904632568,75900.0,35,3.58351893845611
SQ5,Audi,2023,2.0,90.0,SUV,3.0,6.0,AUTOMATIC,AWD,Gasoline,12.5,9.699999809265137,11.099999904632568,75953.0,35,3.58351893845611
Q4,Audi,2023,2.0,4138.0,SUV,0.0,6.0,1 SPEED AUTOMATIC,AWD,Electric,11.100000381469727,8.399999618530273,9.75,76401.0,7,2.0794415416798357
SQ5,Audi,2023,2.0,90.0,SUV,3.0,6.0,AUTOMATIC,AWD,Gasoline,12.5,9.699999809265137,11.099999904632568,77881.0,35,3.58351893845611
A5,Audi,2023,2.0,90.0,Convertible,2.0,4.0,AUTOMATIC,AWD,Gasoline,10.0,7.0,8.5,80831.0,70,4.2626798770413155
A5,Audi,2023,2.0,90.0,Convertible,2.0,4.0,AUTOMATIC,AWD,Gasoline,10.0,7.0,8.5,80971.0,70,4.2626798770413155
SQ5,Audi,2023,2.0,90.0,SUV,3.0,6.0,AUTOMATIC,AWD,Gasoline,12.5,9.699999809265137,11.099999904632568,83471.0,35,3.58351893845611
A5,Audi,2023,2.0,90.0,Convertible,2.0,4.0,AUTOMATIC,AWD,Gasoline,10.0,7.0,8.5,83671.0,70,4.2626798770413155
Q4,Audi,2023,2.0,90.0,Hatchback,0.0,6.0,AUTOMATIC,AWD,Electric,11.100000381469727,8.399999618530273,9.75,84321.0,7,2.0794415416798357
SQ5,Audi,2023,2.0,1500.0,SUV,3.0,6.0,AUTOMATIC,AWD,Gasoline,12.5,9.699999809265137,11.099999904632568,84693.0,35,3.58351893845611
Q7,Audi,2022,3.0,6914.0,SUV,3.0,6.0,AUTOMATIC,AWD,Unknown,12.600000381469727,9.399999618530273,11.0,85248.0,94,4.553876891600541
S5,Audi,2023,2.0,90.0,Convertible,3.0,6.0,AUTOMATIC,AWD,Gasoline,11.300000190734863,8.399999618530273,9.849999904632568,92581.0,58,4.07753744390572
RS,Audi,2022,3.0,23579.0,Coupe,2.9000000953674316,6.0,8 SPEED AUTOMATIC,AWD,Gasoline,13.0,9.399999618530273,11.199999809265137,97988.0,48,3.8918202981106265
e-tron,Audi,2019,6.0,67457.0,SUV,0.0,6.0,AUTOMATIC,4x4,Electric,11.100000381469727,8.399999618530273,9.75,67991.0,22,3.1354942159291497
Q7,Audi,2023,2.0,1352.0,SUV,3.0,6.0,AUTOMATIC,AWD,Gasoline,12.600000381469727,9.399999618530273,11.0,98003.0,94,4.553876891600541
Q8,Audi,2023,2.0,90.0,SUV,3.0,6.0,AUTOMATIC,AWD,Gasoline,13.800000190734863,11.049999713897705,12.424999952316284,99531.0,24,3.2188758248682006
Q8,Audi,2023,2.0,90.0,SUV,3.0,6.0,AUTOMATIC,AWD,Gasoline,13.800000190734863,11.049999713897705,12.424999952316284,100457.0,24,3.2188758248682006
e-tron,Audi,2023,2.0,90.0,Sedan,0.0,6.0,AUTOMATIC,AWD,Electric,11.100000381469727,8.399999618530273,9.75,165929.0,22,3.1354942159291497
e-tron,Audi,2023,2.0,1000.0,Sedan,0.0,6.0,AUTOMATIC,AWD,Electric,11.100000381469727,8.399999618530273,9.75,165929.0,22,3.1354942159291497
Q5,Audi,2013,12.0,194080.0,SUV,2.0,6.0,8 SPEED AUTOMATIC,AWD,Gasoline,10.699999809265137,8.600000381469727,9.650000095367432,14999.0,184,5.220355825078325
Q7,Audi,2012,13.0,179000.0,SUV,3.0,6.0,AUTOMATIC,AWD,Gasoline,12.600000381469727,9.399999618530273,11.0,17995.0,94,4.553876891600541
A7,Audi,2012,13.0,161000.0,Sedan,3.0,6.0,AUTOMATIC,AWD,Gasoline,11.399999618530273,7.400000095367432,9.399999856948853,17995.0,27,3.332204510175204
Q5,Audi,2014,11.0,158000.0,SUV,2.0,6.0,AUTOMATIC,AWD,Gasoline,10.5,7.199999809265137,8.849999904632568,18885.0,184,5.220355825078325
Q5,Audi,2013,12.0,138089.0,SUV,2.0,6.0,AUTOMATIC,AWD,Gasoline,10.699999809265137,8.600000381469727,9.650000095367432,18988.0,184,5.220355825078325
Q5,Audi,2014,11.0,143408.0,SUV,2.0,6.0,AUTOMATIC,AWD,Gasoline,10.5,7.199999809265137,8.849999904632568,19995.0,184,5.220355825078325
Q3,Audi,2016,9.0,126621.0,Unknown,2.0,4.0,AUTOMATIC,AWD,Gasoline,11.899999618530273,8.399999618530273,10.149999618530273,21950.0,59,4.0943445622221
Q5,Audi,2014,11.0,132911.0,SUV,2.0,6.0,AUTOMATIC,AWD,Diesel,9.0,6.400000095367432,7.700000047683716,21988.0,184,5.220355825078325
S5,Audi,2010,15.0,166247.0,Convertible,3.0,6.0,6 SPEED AUTOMATIC,AWD,Gasoline,12.899999618530273,8.100000381469727,10.5,22888.0,58,4.07753744390572
Q5,Audi,2015,10.0,127935.0,SUV,2.0,6.0,8 SPEED AUTOMATIC,AWD,Gasoline,12.0,8.5,10.25,23480.0,184,5.220355825078325
Q5,Audi,2014,11.0,135000.0,SUV,2.0,6.0,AUTOMATIC,AWD,Diesel,9.0,6.400000095367432,7.700000047683716,23995.0,184,5.220355825078325
A7,Audi,2015,10.0,213330.0,Hatchback,3.0,6.0,8 SPEED AUTOMATIC,AWD,Diesel,11.5,8.199999809265137,9.849999904632568,24888.0,27,3.332204510175204
S3,Audi,2015,10.0,113588.0,Sedan,2.0,6.0,6 SPEED AUTOMATIC,AWD,Gasoline,10.400000095367432,7.849999904632568,9.125,25500.0,26,3.295836866004329
Q3,Audi,2016,9.0,89000.0,SUV,2.0,4.0,AUTOMATIC,AWD,Gasoline,11.899999618530273,8.399999618530273,10.149999618530273,27499.0,59,4.0943445622221
Q3,Audi,2016,9.0,49557.0,SUV,2.0,4.0,6 SPEED AUTOMATIC,AWD,Gasoline,11.899999618530273,8.399999618530273,10.149999618530273,27900.0,59,4.0943445622221
A4,Audi,2017,8.0,131000.0,Sedan,2.0,4.0,AUTOMATIC,AWD,Gasoline,9.800000190734863,7.699999809265137,8.75,28950.0,104,4.653960350157523
A4,Audi,2019,6.0,68698.0,Sedan,2.0,4.0,7 SPEED AUTOMATIC,AWD,Gasoline,10.0,7.0,8.5,33800.0,104,4.653960350157523
Q5,Audi,2019,6.0,90223.0,SUV,2.0,6.0,7 SPEED AUTOMATIC,AWD,Gasoline,10.899999618530273,8.699999809265137,9.799999713897705,36800.0,184,5.220355825078325
TT,Audi,2016,9.0,125800.0,Roadster,2.0,6.0,6 SPEED AUTOMATIC,AWD,Premium Unleaded,10.100000381469727,7.800000190734863,8.950000286102295,36990.0,7,2.0794415416798357
Q3,Audi,2019,6.0,68604.0,SUV,2.0,4.0,8 SPEED AUTOMATIC,AWD,Gasoline,12.300000190734863,8.600000381469727,10.450000286102295,36995.0,59,4.0943445622221
Q3,Audi,2020,5.0,54482.0,SUV,2.0,4.0,8 SPEED AUTOMATIC,AWD,Gasoline,12.300000190734863,8.600000381469727,10.450000286102295,40999.0,59,4.0943445622221
A5,Audi,2019,6.0,67564.0,Hatchback,2.0,4.0,7 SPEED AUTOMATIC,AWD,Gasoline,10.0,7.0,8.5,41800.0,70,4.2626798770413155
Q5,Audi,2019,6.0,19882.0,SUV,2.0,6.0,7 SPEED AUTOMATIC,AWD,Gasoline,10.899999618530273,8.699999809265137,9.799999713897705,42988.0,184,5.220355825078325
Q3,Audi,2022,3.0,27282.0,SUV,2.0,4.0,8 SPEED AUTOMATIC,AWD,Gasoline,11.399999618530273,8.300000190734863,9.849999904632568,47988.0,59,4.0943445622221
Q3,Audi,2022,3.0,14083.0,SUV,2.0,4.0,8 SPEED AUTOMATIC,AWD,Gasoline,10.399999618530273,7.699999809265137,9.049999713897705,48488.0,59,4.0943445622221
Q7,Audi,2017,8.0,87039.0,SUV,3.0,6.0,8 SPEED AUTOMATIC,AWD,Gasoline,12.600000381469727,9.399999618530273,11.0,48888.0,94,4.553876891600541
Q3,Audi,2023,2.0,90.0,SUV,2.0,4.0,AUTOMATIC,AWD,Gasoline,11.199999809265137,8.399999618530273,9.799999713897705,50081.0,59,4.0943445622221
RS,Audi,2018,7.0,92786.0,Sedan,2.9000000953674316,6.0,AUTOMATIC,AWD,Gasoline,12.399999618530273,8.300000190734863,10.349999904632568,55786.0,48,3.8918202981106265
Q5,Audi,2023,2.0,3003.0,SUV,2.0,6.0,AUTOMATIC,AWD,Gasoline,10.699999809265137,8.600000381469727,9.650000095367432,65303.0,184,5.220355825078325
A5,Audi,2023,2.0,3699.0,Hatchback,2.0,4.0,AUTOMATIC,AWD,Gasoline,10.0,7.0,8.5,67443.0,70,4.2626798770413155
Q7,Audi,2023,2.0,2222.0,SUV,2.0,6.0,AUTOMATIC,AWD,Gasoline,12.199999809265137,9.5,10.849999904632568,85181.0,94,4.553876891600541
RS,Audi,2023,2.0,90.0,Coupe,2.9000000953674316,6.0,AUTOMATIC,AWD,Gasoline,13.199999809265137,9.199999809265137,11.199999809265137,115531.0,48,3.8918202981106265
Q7,Audi,2008,17.0,178009.0,SUV,3.0,6.0,6 SPEED AUTOMATIC,AWD,Gasoline,14.899999618530273,10.300000190734863,12.599999904632568,9999.0,94,4.553876891600541
A4,Audi,2014,11.0,234000.0,Sedan,2.0,4.0,AUTOMATIC,AWD,Gasoline,10.100000381469727,6.800000190734863,8.450000286102295,11499.0,104,4.653960350157523
Q5,Audi,2012,13.0,167755.0,SUV,2.0,6.0,AUTOMATIC,AWD,Gasoline,10.600000381469727,7.699999809265137,9.150000095367432,12888.0,184,5.220355825078325
A6,Audi,2012,13.0,235332.0,Sedan,2.0,6.0,AUTOMATIC,Unknown,Gasoline,11.300000190734863,7.400000095367432,9.350000143051147,12985.0,22,3.1354942159291497
S4,Audi,2012,13.0,222000.0,Sedan,3.0,6.0,AUTOMATIC,AWD,Gasoline,12.100000381469727,7.900000095367432,10.000000238418579,14999.0,12,2.5649493574615367
A4,Audi,2013,12.0,131580.0,Sedan,2.0,4.0,MANUAL,AWD,Gasoline,10.0,7.0,8.5,15995.0,104,4.653960350157523
