Model,Make,Year,vehicle_age,Kilometres,BodyType,engine_displacement,cylinder_count,Transmission,Drivetrain,FuelType,City,Highway,avg_fuel_efficiency,Price,model_frequency,model_frequency_log
RDX,Acura,2020,5.0,32575.0,SUV,2.0,4.0,10 SPEED AUTOMATIC,AWD,Premium Unleaded,11.300000190734863,9.100000381469727,10.200000286102295,43888.0,93,4.543294782270004
RDX,Acura,2021,4.0,19457.0,SUV,2.0,4.0,10 SPEED AUTOMATIC,Unknown,Unknown,11.300000190734863,8.699999809265137,10.0,49635.0,93,4.543294782270004
TSX,Acura,2009,16.0,253873.0,Sedan,2.5,4.0,5 SPEED AUTOMATIC,FWD,Gasoline,9.600000381469727,6.5,8.050000190734863,6990.0,13,2.6390573296152584
MDX,Acura,2012,13.0,141000.0,SUV,3.5,6.0,AUTOMATIC,AWD,Gasoline,13.199999809265137,9.600000381469727,11.400000095367432,14995.0,88,4.48863636973214
RDX,Acura,2014,11.0,177000.0,SUV,2.0,4.0,AUTOMATIC,AWD,Gasoline,10.699999809265137,7.300000190734863,9.0,14995.0,93,4.543294782270004
RDX,Acura,2015,10.0,161000.0,SUV,2.0,4.0,AUTOMATIC,AWD,Gasoline,12.100000381469727,8.699999809265137,10.400000095367432,17995.0,93,4.543294782270004
RDX,Acura,2015,10.0,160000.0,SUV,2.0,6.0,6 SPEED AUTOMATIC,AWD,Gasoline,12.100000381469727,8.699999809265137,10.400000095367432,18450.0,93,4.543294782270004
RDX,Acura,2015,10.0,154925.0,SUV,2.0,6.0,6 SPEED AUTOMATIC,AWD,Gasoline,12.100000381469727,8.699999809265137,10.400000095367432,18490.0,93,4.543294782270004
TLX,Acura,2017,8.0,185361.0,Sedan,3.5,6.0,AUTOMATIC,AWD,Gasoline,11.199999809265137,7.5,9.349999904632568,19798.0,56,4.04305126783455
RDX,Acura,2017,8.0,182129.0,SUV,3.5,4.0,6 SPEED AUTOMATIC,AWD,Premium Unleaded,12.399999618530273,8.699999809265137,10.549999713897705,19990.0,93,4.543294782270004
MDX,Acura,2016,9.0,187403.0,SUV,3.5,6.0,AUTOMATIC,AWD,Gasoline,12.199999809265137,9.100000381469727,10.650000095367432,20880.0,88,4.48863636973214
RDX,Acura,2016,9.0,63846.0,SUV,2.0,4.0,6 SPEED AUTOMATIC,AWD,Gasoline,12.399999618530273,8.600000381469727,10.5,21995.0,93,4.543294782270004
TLX,Acura,2016,9.0,106520.0,Sedan,3.5,6.0,AUTOMATIC,AWD,Gasoline,11.199999809265137,7.5,9.349999904632568,22895.0,56,4.04305126783455
MDX,Acura,2016,9.0,149000.0,SUV,3.5,6.0,9 SPEED AUTOMATIC,AWD,Gasoline,12.199999809265137,9.100000381469727,10.650000095367432,25950.0,88,4.48863636973214
RDX,Acura,2017,8.0,73000.0,SUV,2.0,6.0,6 SPEED AUTOMATIC,AWD,Gasoline,12.399999618530273,8.699999809265137,10.549999713897705,25950.0,93,4.543294782270004
RDX,Acura,2018,7.0,55656.0,SUV,2.0,4.0,6 SPEED AUTOMATIC,AWD,Gasoline,12.399999618530273,8.699999809265137,10.549999713897705,26995.0,93,4.543294782270004
MDX,Acura,2016,9.0,124021.0,SUV,3.5,6.0,AUTOMATIC,AWD,Gasoline,12.699999809265137,9.100000381469727,10.900000095367432,27500.0,88,4.48863636973214
TLX,Acura,2018,7.0,72702.0,Sedan,3.5,6.0,9 SPEED AUTOMATIC,AWD,Gasoline,11.399999618530273,7.699999809265137,9.549999713897705,27880.0,56,4.04305126783455
MDX,Acura,2017,8.0,159598.0,SUV,3.5,6.0,AUTOMATIC,AWD,Gasoline,12.600000381469727,9.0,10.800000190734863,27888.0,88,4.48863636973214
TLX,Acura,2019,6.0,56700.0,Sedan,3.5,6.0,8 SPEED AUTOMATIC,FWD,Gasoline,10.0,7.099999904632568,8.549999952316284,28880.0,56,4.04305126783455
TLX,Acura,2019,6.0,80000.0,Sedan,3.5,4.0,8 SPEED AUTOMATIC WITH AUTO-SHIFT,FWD,Gasoline,10.0,7.099999904632568,8.549999952316284,28950.0,56,4.04305126783455
NSX,Acura,2017,8.0,38000.0,Coupe,2.5,6.0,MANUAL,AWD,Gasoline,11.100000381469727,8.399999618530273,9.75,159950.0,3,1.3862943611198906
ILX,Acura,2019,6.0,74148.0,Sedan,2.4000000953674316,4.0,AUTOMATIC,FWD,Gasoline,9.899999618530273,7.0,8.449999809265137,29990.0,29,3.4011973816621555
TLX,Acura,2019,6.0,62099.0,Sedan,2.4000000953674316,6.0,8 SPEED AUTOMATIC WITH AUTO-SHIFT,FWD,Premium Unleaded,10.0,7.099999904632568,8.549999952316284,30388.0,56,4.04305126783455
MDX,Acura,2016,9.0,53000.0,SUV,3.5,6.0,9 SPEED AUTOMATIC,AWD,Gasoline,12.699999809265137,9.100000381469727,10.900000095367432,30900.0,88,4.48863636973214
RDX,Acura,2019,6.0,77300.0,SUV,2.0,4.0,10 SPEED AUTOMATIC,AWD,Gasoline,11.0,8.600000381469727,9.800000190734863,32880.0,93,4.543294782270004
MDX,Acura,2018,7.0,63000.0,SUV,3.5,6.0,9 SPEED AUTOMATIC,AWD,Gasoline,12.600000381469727,9.0,10.800000190734863,34880.0,88,4.48863636973214
TLX,Acura,2020,5.0,15288.0,Sedan,3.5,6.0,AUTOMATIC,FWD,Gasoline,10.199999809265137,7.400000095367432,8.799999952316284,34888.0,56,4.04305126783455
RDX,Acura,2019,6.0,80538.0,SUV,2.0,4.0,10 SPEED AUTOMATIC,AWD,Premium Unleaded,11.0,8.600000381469727,9.800000190734863,36600.0,93,4.543294782270004
MDX,Acura,2019,6.0,37200.0,SUV,3.5,6.0,AUTOMATIC,AWD,Gasoline,12.199999809265137,9.0,10.599999904632568,37900.0,88,4.48863636973214
MDX,Acura,2019,6.0,111000.0,SUV,3.5,6.0,AUTOMATIC,AWD,Gasoline,12.199999809265137,9.0,10.599999904632568,37900.0,88,4.48863636973214
TLX,Acura,2020,5.0,47997.0,Sedan,3.5,6.0,9 SPEED AUTOMATIC,AWD,Premium Unleaded,12.0,8.199999809265137,10.099999904632568,38500.0,56,4.04305126783455
RDX,Acura,2019,6.0,51915.0,SUV,2.0,4.0,10 SPEED AUTOMATIC,AWD,Premium Unleaded,11.0,8.600000381469727,9.800000190734863,38588.0,93,4.543294782270004
MDX,Acura,2019,6.0,58824.0,SUV,3.5,6.0,9 SPEED AUTOMATIC,AWD,Gasoline,12.199999809265137,9.0,10.599999904632568,38699.0,88,4.48863636973214
TLX,Acura,2020,5.0,39732.0,Sedan,3.5,6.0,9 SPEED AUTOMATIC,AWD,Premium Unleaded,12.0,8.199999809265137,10.099999904632568,38900.0,56,4.04305126783455
MDX,Acura,2019,6.0,102550.0,SUV,3.5,6.0,9 SPEED AUTOMATIC,AWD,Gasoline,12.199999809265137,9.0,10.599999904632568,39597.0,88,4.48863636973214
RDX,Acura,2020,5.0,70852.0,SUV,2.0,4.0,10 SPEED AUTOMATIC,AWD,Premium Unleaded,11.0,8.600000381469727,9.800000190734863,40800.0,93,4.543294782270004
MDX,Acura,2019,6.0,55000.0,Unknown,3.5,6.0,AUTOMATIC,FWD,Gasoline,12.600000381469727,9.100000381469727,10.850000381469727,40999.0,88,4.48863636973214
RDX,Acura,2020,5.0,79374.0,SUV,2.0,4.0,10 SPEED AUTOMATIC,AWD,Premium Unleaded,11.300000190734863,9.100000381469727,10.200000286102295,41500.0,93,4.543294782270004
MDX,Acura,2020,5.0,95764.0,SUV,3.5,6.0,9 SPEED AUTOMATIC,AWD,Premium Unleaded,12.199999809265137,9.5,10.849999904632568,42337.0,88,4.48863636973214
RDX,Acura,2020,5.0,29552.0,SUV,2.0,4.0,10 SPEED AUTOMATIC,AWD,Premium Unleaded,11.0,8.600000381469727,9.800000190734863,42800.0,93,4.543294782270004
MDX,Acura,2019,6.0,54789.0,SUV,3.5,6.0,9 SPEED AUTOMATIC,AWD,Gasoline,12.199999809265137,9.0,10.599999904632568,42898.0,88,4.48863636973214
MDX,Acura,2019,6.0,49100.0,SUV,3.5,6.0,AUTOMATIC,AWD,Gasoline,12.199999809265137,9.0,10.599999904632568,43688.0,88,4.48863636973214
MDX,Acura,2020,5.0,32000.0,SUV,3.5,6.0,9 SPEED AUTOMATIC,AWD,Gasoline,12.300000190734863,9.199999809265137,10.75,45900.0,88,4.48863636973214
MDX,Acura,2020,5.0,65000.0,SUV,3.5,6.0,9 SPEED AUTOMATIC,AWD,Gasoline,12.300000190734863,9.199999809265137,10.75,46900.0,88,4.48863636973214
TLX,Acura,2021,4.0,7259.0,Sedan,2.0,6.0,10 SPEED AUTOMATIC,AWD,Premium Unleaded,11.199999809265137,8.0,9.599999904632568,47555.0,56,4.04305126783455
RDX,Acura,2021,4.0,37033.0,SUV,2.0,4.0,10 SPEED AUTOMATIC,AWD,Gasoline,11.300000190734863,9.100000381469727,10.200000286102295,47892.0,93,4.543294782270004
TLX,Acura,2022,3.0,15100.0,Sedan,2.0,6.0,10 SPEED AUTOMATIC,AWD,Premium Unleaded,11.300000190734863,8.100000381469727,9.700000286102295,49980.0,56,4.04305126783455
MDX,Acura,2022,3.0,17582.0,SUV,3.5,6.0,10 SPEED AUTOMATIC,AWD,Premium Unleaded,12.600000381469727,9.399999618530273,11.0,62800.0,88,4.48863636973214
MDX,Acura,2011,14.0,259061.0,SUV,3.5,6.0,AUTOMATIC,AWD,Gasoline,13.199999809265137,9.600000381469727,11.400000095367432,9995.0,88,4.48863636973214
MDX,Acura,2011,14.0,168000.0,SUV,3.5,6.0,AUTOMATIC,AWD,Gasoline,13.199999809265137,9.600000381469727,11.400000095367432,11200.0,88,4.48863636973214
MDX,Acura,2013,12.0,218600.0,SUV,3.5,6.0,AUTOMATIC,AWD,Gasoline,13.199999809265137,9.600000381469727,11.400000095367432,13495.0,88,4.48863636973214
MDX,Acura,2013,12.0,230659.0,SUV,3.5,6.0,AUTOMATIC,AWD,Gasoline,13.199999809265137,9.600000381469727,11.400000095367432,13995.0,88,4.48863636973214
TL,Acura,2014,11.0,167760.0,Sedan,3.200000047683716,6.0,AUTOMATIC,FWD,Gasoline,10.399999618530273,6.800000190734863,8.599999904632568,14900.0,16,2.833213344056216
MDX,Acura,2011,14.0,154800.0,SUV,3.5,6.0,6 SPEED AUTOMATIC,AWD,Gasoline,13.199999809265137,9.600000381469727,11.400000095367432,15495.0,88,4.48863636973214
RDX,Acura,2013,12.0,146000.0,SUV,2.0,6.0,6 SPEED AUTOMATIC,AWD,Gasoline,9.800000190734863,6.199999809265137,8.0,15950.0,93,4.543294782270004
RDX,Acura,2015,10.0,192000.0,SUV,2.0,6.0,6 SPEED AUTOMATIC,AWD,Gasoline,12.399999618530273,8.699999809265137,10.549999713897705,15988.0,93,4.543294782270004
MDX,Acura,2012,13.0,175860.0,SUV,3.700000047683716,6.0,6 SPEED AUTOMATIC,AWD,Premium Unleaded,13.199999809265137,9.600000381469727,11.400000095367432,15990.0,88,4.48863636973214
MDX,Acura,2013,12.0,151000.0,SUV,3.5,6.0,AUTOMATIC,AWD,Gasoline,13.199999809265137,9.600000381469727,11.400000095367432,16995.0,88,4.48863636973214
ILX,Acura,2016,9.0,106000.0,Sedan,2.4000000953674316,4.0,AUTOMATIC,FWD,Gasoline,9.800000190734863,6.800000190734863,8.300000190734863,17900.0,29,3.4011973816621555
TLX,Acura,2015,10.0,138000.0,Sedan,3.5,6.0,AUTOMATIC,FWD,Gasoline,11.399999618530273,7.699999809265137,9.549999713897705,17995.0,56,4.04305126783455
MDX,Acura,2016,9.0,226214.0,SUV,3.5,6.0,AUTOMATIC,AWD,Gasoline,12.699999809265137,9.100000381469727,10.900000095367432,17999.0,88,4.48863636973214
TL,Acura,2014,11.0,105840.0,Sedan,3.200000047683716,6.0,AUTOMATIC,FWD,Gasoline,10.399999618530273,6.800000190734863,8.599999904632568,18888.0,16,2.833213344056216
RLX,Acura,2015,10.0,188900.0,Sedan,2.5,6.0,AUTOMATIC,FWD,Gasoline,11.899999618530273,7.699999809265137,9.799999713897705,18995.0,3,1.3862943611198906
TLX,Acura,2015,10.0,135000.0,Sedan,3.5,6.0,9 SPEED AUTOMATIC,AWD,Gasoline,11.199999809265137,7.5,9.349999904632568,19900.0,56,4.04305126783455
RDX,Acura,2016,9.0,171422.0,SUV,2.0,4.0,AUTOMATIC,AWD,Gasoline,12.399999618530273,8.600000381469727,10.5,19995.0,93,4.543294782270004
TLX,Acura,2015,10.0,98374.0,Sedan,3.5,6.0,AUTOMATIC,FWD,Gasoline,11.199999809265137,6.900000095367432,9.049999952316284,22880.0,56,4.04305126783455
MDX,Acura,2016,9.0,163900.0,SUV,3.5,6.0,AUTOMATIC,AWD,Gasoline,12.199999809265137,9.100000381469727,10.650000095367432,24888.0,88,4.48863636973214
MDX,Acura,2016,9.0,99000.0,SUV,3.5,6.0,AUTOMATIC,AWD,Gasoline,12.699999809265137,9.100000381469727,10.900000095367432,24900.0,88,4.48863636973214
MDX,Acura,2017,8.0,163234.0,SUV,3.5,6.0,AUTOMATIC,AWD,Gasoline,12.199999809265137,9.0,10.599999904632568,25995.0,88,4.48863636973214
RLX,Acura,2014,11.0,68000.0,Sedan,2.5,6.0,AUTOMATIC,AWD,Gasoline,10.149999618530273,7.949999809265137,9.049999713897705,27490.0,3,1.3862943611198906
ILX,Acura,2019,6.0,19786.0,Sedan,2.4000000953674316,4.0,AUTOMATIC,FWD,Gasoline,9.899999618530273,7.0,8.449999809265137,28995.0,29,3.4011973816621555
ILX,Acura,2019,6.0,42727.0,Sedan,2.4000000953674316,4.0,8 SPEED AUTOMATIC WITH AUTO-SHIFT,FWD,Premium Unleaded,9.899999618530273,7.0,8.449999809265137,30841.0,29,3.4011973816621555
MDX,Acura,2019,6.0,42081.0,SUV,3.5,6.0,9 SPEED AUTOMATIC,AWD,Premium Unleaded,12.199999809265137,9.0,10.599999904632568,40588.0,88,4.48863636973214
RDX,Acura,2021,4.0,66960.0,SUV,2.0,4.0,10 SPEED AUTOMATIC,AWD,Premium Unleaded,11.0,8.600000381469727,9.800000190734863,41599.0,93,4.543294782270004
RDX,Acura,2020,5.0,39727.0,SUV,2.0,4.0,10 SPEED AUTOMATIC,AWD,Gasoline,11.300000190734863,9.100000381469727,10.200000286102295,43399.0,93,4.543294782270004
MDX,Acura,2009,16.0,195152.0,SUV,3.5,6.0,5 SPEED AUTOMATIC,AWD,Gasoline,13.800000190734863,10.0,11.900000095367432,10990.0,88,4.48863636973214
MDX,Acura,2010,15.0,179777.0,SUV,3.5,6.0,AUTOMATIC,AWD,Gasoline,13.199999809265137,9.600000381469727,11.400000095367432,13888.0,88,4.48863636973214
MDX,Acura,2011,14.0,215416.0,SUV,3.5,6.0,6 SPEED AUTOMATIC,AWD,Gasoline,13.199999809265137,9.600000381469727,11.400000095367432,13999.0,88,4.48863636973214
MDX,Acura,2012,13.0,205152.0,SUV,3.5,6.0,AUTOMATIC,AWD,Gasoline,13.199999809265137,9.600000381469727,11.400000095367432,13999.0,88,4.48863636973214
MDX,Acura,2011,14.0,201185.0,SUV,3.5,6.0,6 SPEED AUTOMATIC,AWD,Gasoline,13.199999809265137,9.600000381469727,11.400000095367432,14999.0,88,4.48863636973214
MDX,Acura,2012,13.0,169750.0,SUV,3.5,6.0,AUTOMATIC,AWD,Gasoline,13.199999809265137,9.600000381469727,11.400000095367432,15990.0,88,4.48863636973214
TL,Acura,2012,13.0,155770.0,Sedan,3.200000047683716,6.0,6 SPEED AUTOMATIC,AWD,Gasoline,11.399999618530273,7.599999904632568,9.499999761581421,16995.0,16,2.833213344056216
ILX,Acura,2015,10.0,88000.0,Sedan,2.4000000953674316,4.0,AUTOMATIC,FWD,Gasoline,9.800000190734863,6.699999809265137,8.25,17950.0,29,3.4011973816621555
RDX,Acura,2014,11.0,152000.0,SUV,2.0,6.0,6 SPEED AUTOMATIC,AWD,Gasoline,10.699999809265137,7.300000190734863,9.0,18900.0,93,4.543294782270004
RDX,Acura,2014,11.0,144879.0,SUV,2.0,6.0,6 SPEED AUTOMATIC,AWD,Gasoline,10.699999809265137,7.300000190734863,9.0,19500.0,93,4.543294782270004
ILX,Acura,2017,8.0,129899.0,Sedan,2.4000000953674316,4.0,AUTOMATIC,FWD,Gasoline,9.300000190734863,6.599999904632568,7.950000047683716,20999.0,29,3.4011973816621555
TLX,Acura,2016,9.0,75000.0,Sedan,2.5,6.0,AUTOMATIC,FWD,Gasoline,9.600000381469727,6.599999904632568,8.100000143051147,25999.0,56,4.04305126783455
RDX,Acura,2017,8.0,113234.0,SUV,2.0,6.0,AUTOMATIC,AWD,Gasoline,12.399999618530273,8.699999809265137,10.549999713897705,28500.0,93,4.543294782270004
TLX,Acura,2018,7.0,91506.0,Sedan,3.5,6.0,AUTOMATIC,FWD,Gasoline,10.0,7.099999904632568,8.549999952316284,28900.0,56,4.04305126783455
TSX,Acura,2006,19.0,262581.0,Sedan,2.5,4.0,5 SPEED AUTOMATIC,FWD,Gasoline,9.899999618530273,6.800000190734863,8.349999904632568,7600.0,13,2.6390573296152584
RDX,Acura,2009,16.0,243689.0,SUV,2.0,4.0,5 SPEED AUTOMATIC,AWD,Gasoline,12.5,9.300000190734863,10.900000095367432,7999.0,93,4.543294782270004
CSX,Acura,2011,14.0,218000.0,Sedan,2.5,6.0,5 SPEED MANUAL,FWD,Gasoline,8.699999809265137,6.400000095367432,7.549999952316284,8888.0,4,1.6094379124341003
TL,Acura,2009,16.0,228000.0,Sedan,3.200000047683716,6.0,5 SPEED AUTOMATIC,AWD,Gasoline,12.300000190734863,8.100000381469727,10.200000286102295,8995.0,16,2.833213344056216
TSX,Acura,2011,14.0,276900.0,Sedan,2.5,4.0,AUTOMATIC,FWD,Gasoline,9.300000190734863,6.199999809265137,7.75,8995.0,13,2.6390573296152584
MDX,Acura,2009,16.0,223945.0,SUV,3.5,6.0,5 SPEED AUTOMATIC,AWD,Gasoline,13.800000190734863,10.0,11.900000095367432,11999.0,88,4.48863636973214
CSX,Acura,2011,14.0,129000.0,Sedan,2.5,6.0,5 SPEED AUTOMATIC,FWD,Gasoline,9.5,6.5,8.0,12900.0,4,1.6094379124341003
MDX,Acura,2010,15.0,124711.0,SUV,3.700000047683716,6.0,6 SPEED AUTOMATIC,AWD,Premium Unleaded,13.199999809265137,9.600000381469727,11.400000095367432,15998.0,88,4.48863636973214
TLX,Acura,2015,10.0,183000.0,Sedan,2.4000000953674316,6.0,AUTOMATIC,FWD,Gasoline,11.399999618530273,7.699999809265137,9.549999713897705,16995.0,56,4.04305126783455
TLX,Acura,2016,9.0,180170.0,Sedan,3.5,6.0,AUTOMATIC,AWD,Gasoline,11.199999809265137,7.5,9.349999904632568,18995.0,56,4.04305126783455
TLX,Acura,2018,7.0,154666.0,Sedan,3.5,6.0,8 SPEED AUTOMATIC,FWD,Gasoline,11.399999618530273,7.699999809265137,9.549999713897705,22888.0,56,4.04305126783455
ILX,Acura,2017,8.0,127758.0,Sedan,2.4000000953674316,4.0,AUTOMATIC,FWD,Gasoline,9.399999618530273,6.800000190734863,8.099999904632568,25495.0,29,3.4011973816621555
RDX,Acura,2019,6.0,97128.0,SUV,2.0,4.0,AUTOMATIC,AWD,Gasoline,11.0,8.600000381469727,9.800000190734863,34980.0,93,4.543294782270004
RDX,Acura,2023,2.0,135.0,SUV,2.299999952316284,4.0,10 SPEED AUTOMATIC,AWD,Gasoline,11.300000190734863,8.699999809265137,10.0,65995.0,93,4.543294782270004
EL,Acura,2003,22.0,240500.0,Sedan,1.7000000476837158,6.0,AUTOMATIC,FWD,Gasoline,8.199999809265137,6.099999904632568,7.1499998569488525,2800.0,4,1.6094379124341003
EL,Acura,2003,22.0,240000.0,Unknown,1.7000000476837158,6.0,AUTOMATIC,Unknown,Gasoline,8.199999809265137,6.099999904632568,7.1499998569488525,3200.0,4,1.6094379124341003
RDX,Acura,2008,17.0,384450.0,SUV,2.0,4.0,AUTOMATIC,AWD,Gasoline,12.5,9.300000190734863,10.900000095367432,3995.0,93,4.543294782270004
MDX,Acura,2005,20.0,270000.0,Unknown,3.5,6.0,AUTOMATIC,Unknown,Unknown,12.600000381469727,9.100000381469727,10.850000381469727,4500.0,88,4.48863636973214
MDX,Acura,2005,20.0,294000.0,Unknown,3.5,6.0,AUTOMATIC,4X4,Gasoline,12.600000381469727,9.100000381469727,10.850000381469727,4700.0,88,4.48863636973214
TSX,Acura,2004,21.0,325000.0,Sedan,2.5,4.0,MANUAL,FWD,Gasoline,9.899999618530273,6.800000190734863,8.349999904632568,5500.0,13,2.6390573296152584
CSX,Acura,2007,18.0,192845.0,Sedan,2.5,6.0,AUTOMATIC,FWD,Gasoline,9.099999904632568,6.450000047683716,7.774999976158142,5599.0,4,1.6094379124341003
TL,Acura,2005,20.0,220000.0,Sedan,3.200000047683716,6.0,AUTOMATIC,AWD,Gasoline,11.399999618530273,7.5,9.449999809265137,5600.0,16,2.833213344056216
RDX,Acura,2008,17.0,195.0,SUV,2.0,4.0,AUTOMATIC,AWD,Gasoline,12.5,9.300000190734863,10.900000095367432,6700.0,93,4.543294782270004
TL,Acura,2007,18.0,196636.0,Sedan,3.200000047683716,6.0,AUTOMATIC,FWD,Gasoline,11.600000381469727,7.5,9.550000190734863,6990.0,16,2.833213344056216
TL,Acura,2008,17.0,245470.0,Sedan,3.200000047683716,6.0,AUTOMATIC,FWD,Gasoline,11.600000381469727,7.5,9.550000190734863,6995.0,16,2.833213344056216
TSX,Acura,2007,18.0,270000.0,Sedan,2.5,4.0,AUTOMATIC,FWD,Gasoline,9.899999618530273,6.800000190734863,8.349999904632568,7200.0,13,2.6390573296152584
RDX,Acura,2007,18.0,245000.0,Unknown,2.299999952316284,4.0,AUTOMATIC,AWD,Gasoline,11.300000190734863,8.699999809265137,10.0,7200.0,93,4.543294782270004
TL,Acura,2006,19.0,196000.0,Sedan,3.200000047683716,6.0,AUTOMATIC,FWD,Gasoline,11.399999618530273,7.5,9.449999809265137,7500.0,16,2.833213344056216
CSX,Acura,2009,16.0,196000.0,Sedan,2.5,6.0,AUTOMATIC,FWD,Gasoline,9.099999904632568,6.450000047683716,7.774999976158142,7899.0,4,1.6094379124341003
RDX,Acura,2009,16.0,252610.0,SUV,2.0,4.0,AUTOMATIC,AWD,Gasoline,12.5,9.300000190734863,10.900000095367432,7995.0,93,4.543294782270004
TL,Acura,2005,20.0,185000.0,Sedan,3.200000047683716,6.0,AUTOMATIC,FWD,Gasoline,11.399999618530273,7.5,9.449999809265137,8000.0,16,2.833213344056216
TL,Acura,2001,24.0,195000.0,Sedan,3.200000047683716,6.0,AUTOMATIC,FWD,Gasoline,11.399999618530273,7.5,9.449999809265137,8700.0,16,2.833213344056216
MDX,Acura,2010,15.0,259000.0,SUV,3.5,6.0,AUTOMATIC,AWD,Gasoline,12.600000381469727,9.100000381469727,10.850000381469727,8995.0,88,4.48863636973214
TSX,Acura,2012,13.0,270000.0,Sedan,2.5,4.0,6 SPEED MANUAL,FWD,Gasoline,9.899999618530273,6.800000190734863,8.349999904632568,8999.0,13,2.6390573296152584
MDX,Acura,2009,16.0,181418.0,SUV,3.5,6.0,AUTOMATIC,AWD,Gasoline,15.699999809265137,11.800000190734863,13.75,9199.0,88,4.48863636973214
RDX,Acura,2011,14.0,250000.0,SUV,2.0,4.0,AUTOMATIC,AWD,Gasoline,11.699999809265137,8.699999809265137,10.199999809265137,9500.0,93,4.543294782270004
TL,Acura,2008,17.0,193000.0,Sedan,3.200000047683716,6.0,AUTOMATIC,FWD,Gasoline,11.399999618530273,7.5,9.449999809265137,9500.0,16,2.833213344056216
TSX,Acura,2010,15.0,184000.0,Sedan,2.5,4.0,MANUAL,FWD,Unknown,9.899999618530273,6.800000190734863,8.349999904632568,10000.0,13,2.6390573296152584
RDX,Acura,2012,13.0,180000.0,Unknown,2.299999952316284,4.0,AUTOMATIC,AWD,Gasoline,11.300000190734863,8.699999809265137,10.0,10490.0,93,4.543294782270004
TSX,Acura,2013,12.0,228000.0,Sedan,2.5,4.0,AUTOMATIC,FWD,Gasoline,9.899999618530273,6.800000190734863,8.349999904632568,10500.0,13,2.6390573296152584
MDX,Acura,2010,15.0,180411.0,SUV,3.5,6.0,AUTOMATIC,AWD,Gasoline,13.199999809265137,9.600000381469727,11.400000095367432,10800.0,88,4.48863636973214
ILX,Acura,2013,12.0,130000.0,Sedan,2.0,4.0,AUTOMATIC,FWD,Gasoline,9.800000190734863,6.800000190734863,8.300000190734863,11000.0,29,3.4011973816621555
ILX,Acura,2014,11.0,194000.0,Sedan,2.0,4.0,AUTOMATIC,FWD,Gasoline,9.800000190734863,6.800000190734863,8.300000190734863,11199.0,29,3.4011973816621555
RDX,Acura,2008,17.0,138566.0,SUV,2.299999952316284,4.0,AUTOMATIC,AWD,Gasoline,11.300000190734863,8.699999809265137,10.0,11500.0,93,4.543294782270004
TSX,Acura,2010,15.0,170000.0,Sedan,2.5,4.0,AUTOMATIC,AWD,Gasoline,9.899999618530273,6.800000190734863,8.349999904632568,12000.0,13,2.6390573296152584
TLX,Acura,2015,10.0,190000.0,Sedan,3.5,6.0,AUTOMATIC,AWD,Gasoline,11.399999618530273,7.699999809265137,9.549999713897705,13000.0,56,4.04305126783455
RDX,Acura,2013,12.0,241111.0,SUV,2.0,6.0,AUTOMATIC,AWD,Gasoline,9.800000190734863,6.199999809265137,8.0,13995.0,93,4.543294782270004
RDX,Acura,2013,12.0,203289.0,Unknown,2.299999952316284,4.0,AUTOMATIC,AWD,Gasoline,11.300000190734863,8.699999809265137,10.0,13999.0,93,4.543294782270004
TL,Acura,2007,18.0,215000.0,Sedan,3.200000047683716,6.0,MANUAL,FWD,Gasoline,11.399999618530273,7.5,9.449999809265137,15000.0,16,2.833213344056216
TLX,Acura,2015,10.0,155850.0,Sedan,3.5,6.0,AUTOMATIC,AWD,Gasoline,11.399999618530273,7.699999809265137,9.549999713897705,17500.0,56,4.04305126783455
TL,Acura,2012,13.0,114334.0,Sedan,3.200000047683716,6.0,AUTOMATIC,AWD,Gasoline,11.399999618530273,7.599999904632568,9.499999761581421,17900.0,16,2.833213344056216
ILX,Acura,2017,8.0,172000.0,Sedan,2.0,4.0,AUTOMATIC,FWD,Gasoline,9.800000190734863,6.800000190734863,8.300000190734863,17995.0,29,3.4011973816621555
TLX,Acura,2016,9.0,92100.0,Sedan,3.5,6.0,AUTOMATIC,AWD,Gasoline,11.399999618530273,7.699999809265137,9.549999713897705,18000.0,56,4.04305126783455
RDX,Acura,2015,10.0,140000.0,Unknown,2.299999952316284,4.0,AUTOMATIC,AWD,Gasoline,11.300000190734863,8.699999809265137,10.0,18999.0,93,4.543294782270004
RDX,Acura,2017,8.0,194800.0,Unknown,2.299999952316284,4.0,AUTOMATIC,AWD,Gasoline,11.300000190734863,8.699999809265137,10.0,19999.0,93,4.543294782270004
TLX,Acura,2016,9.0,89500.0,Sedan,3.5,6.0,AUTOMATIC,AWD,Gasoline,11.399999618530273,7.699999809265137,9.549999713897705,20650.0,56,4.04305126783455
MDX,Acura,2014,11.0,118000.0,Unknown,3.5,6.0,AUTOMATIC,AWD,Gasoline,12.600000381469727,9.100000381469727,10.850000381469727,25499.0,88,4.48863636973214
MDX,Acura,2016,9.0,142000.0,Unknown,3.5,6.0,AUTOMATIC,AWD,Gasoline,12.600000381469727,9.100000381469727,10.850000381469727,29999.0,88,4.48863636973214
MDX,Acura,2017,8.0,89000.0,Unknown,3.5,6.0,AUTOMATIC,AWD,Gasoline,12.600000381469727,9.100000381469727,10.850000381469727,31000.0,88,4.48863636973214
TLX,Acura,2016,9.0,84055.0,Sedan,3.5,6.0,AUTOMATIC,AWD,Gasoline,11.399999618530273,7.699999809265137,9.549999713897705,31200.0,56,4.04305126783455
